week,nb_sold,revenue,sales_method
2,10,152.41,2
5,11,52.66,0
2,10,101.2,1
2,11,97.3725,1
3,9,90.51,1
1,8,97.26702923976607,1
2,9,43.18,0
1,8,83.3,1
4,11,111.58,1
1,9,85.61,1
2,9,43.82,0
5,11,52.62,0
2,10,97.4,1
1,9,129.63,2
5,11,55.76,0
3,8,41.9,0
5,11,54.93,0
2,9,43.57,0
5,10,103.46,1
2,9,47.11,0
1,8,84.57,1
2,10,100.99,1
2,10,103.22,1
5,10,52.49,0
5,12,185.12,2
1,8,82.85,1
1,10,98.74,1
2,10,100.2,1
1,9,90.26,1
3,9,89.01,1
4,11,107.19,1
1,9,87.38,1
3,10,152.14,2
4,11,96.5740776699029,1
3,10,96.73,1
2,10,96.45,1
5,12,185.22,2
3,10,180.9321052631579,2
2,9,42.97,0
1,7,34.08,0
1,9,129.22,2
4,12,182.63,2
2,10,103.71,1
6,13,129.18,1
3,9,93.0,1
2,9,43.71,0
1,7,35.99,0
4,10,50.72,0
3,9,87.99,1
6,13,128.44,1
1,9,93.02,1
1,9,95.8234065934066,1
1,9,87.61,1
1,9,94.57,1
4,11,107.95,1
3,10,147.74,2
2,10,102.3,1
5,10,52.12,0
4,12,116.61,1
2,11,105.31,1
1,8,96.87888059701493,1
3,10,151.25,2
1,9,133.61,2
4,12,180.84,2
3,9,92.76,1
5,12,184.44418604651165,2
3,8,40.13,0
4,12,183.78,2
4,12,180.91,2
1,7,33.66,0
3,9,90.21,1
2,10,98.3,1
4,10,103.6,1
3,10,149.4,2
3,10,99.69,1
3,9,91.89,1
3,10,95.35,1
1,7,35.04,0
2,9,94.2,1
1,9,86.05,1
5,12,185.58,2
2,9,43.46,0
2,10,96.58468571428573,1
1,9,85.85,1
1,8,40.47,0
5,11,113.15,1
3,9,92.82,1
3,8,42.06,0
4,10,52.45,0
4,11,109.93,1
4,10,103.17,1
2,10,97.3725,1
3,9,90.75,1
1,9,94.41,1
3,8,42.38,0
2,11,158.19,2
3,10,96.48,1
5,12,185.1,2
5,11,52.77,0
1,7,35.09,0
1,7,33.32,0
4,12,177.83,2
5,11,56.08,0
3,9,89.32,1
3,9,88.67,1
2,11,157.97,2
5,11,105.93,1
6,14,71.36,0
1,9,92.94,1
3,9,43.62,0
3,10,153.69,2
1,9,91.45,1
5,11,53.26,0
3,10,146.86,2
5,11,54.95,0
2,9,94.62,1
4,11,53.21,0
2,10,95.4,1
3,9,86.56,1
4,11,52.83,0
5,11,54.43,0
6,13,130.56,1
6,13,66.07,0
6,13,66.83,0
3,8,39.81,0
2,10,98.96,1
5,11,110.9,1
3,10,97.8,1
5,10,103.13,1
4,11,110.72,1
1,9,128.72,2
3,8,40.42,0
2,11,105.14,1
1,8,84.66,1
5,11,105.33,1
6,13,65.84,0
4,11,106.24,1
5,11,97.0785026737968,1
6,14,68.68,0
2,10,103.67,1
6,14,67.71,0
4,11,108.35,1
2,11,107.67,1
6,13,65.68,0
4,11,53.76,0
5,10,104.49,1
1,9,89.47,1
3,8,41.15,0
3,11,108.3,1
3,9,89.3,1
5,12,120.45,1
2,10,103.7,1
4,10,51.43,0
3,10,150.67,2
2,10,97.0,1
1,9,91.57,1
3,9,93.43,1
4,12,183.01889733840304,2
2,9,42.71,0
4,11,109.83,1
3,8,40.68,0
1,7,33.36,0
1,7,37.48,0
4,12,184.93,2
5,11,54.09,0
4,10,103.05,1
2,10,96.19,1
2,9,47.38,0
2,11,105.17,1
4,12,177.34,2
1,8,82.43,1
1,8,84.24,1
1,9,86.97,1
3,9,92.09,1
3,9,86.46,1
1,7,34.72,0
2,10,151.49,2
2,10,97.67141203703704,1
4,10,96.5740776699029,1
2,10,95.9,1
4,10,51.54,0
2,10,95.34,1
5,10,104.84,1
5,11,111.71,1
2,11,113.81,1
3,11,110.4,1
1,9,92.31,1
5,11,107.01,1
1,9,85.97,1
1,9,94.28,1
4,11,108.09,1
3,9,44.11,0
2,10,96.47,1
5,11,52.96,0
1,7,35.55,0
1,9,85.15,1
5,12,185.17,2
2,9,42.52,0
1,8,80.92,1
1,8,83.52,1
5,11,52.9,0
4,10,51.99,0
2,10,95.62,1
5,12,183.788870967742,2
1,7,34.52,0
3,8,41.54,0
5,10,104.67,1
1,9,87.91,1
3,9,42.86,0
2,9,42.61,0
1,7,35.0,0
1,8,83.43,1
5,11,53.76,0
4,10,51.59,0
3,10,152.02,2
5,11,110.51,1
6,13,65.97,0
5,12,184.82,2
1,9,88.6,1
1,10,97.23,1
6,13,127.08,1
4,10,50.21,0
5,11,54.22,0
5,11,108.5,1
6,13,65.79,0
4,10,104.23,1
1,9,96.58468571428573,1
1,9,97.09733333333334,1
3,9,42.59,0
3,9,91.82,1
1,9,85.23,1
4,10,103.99,1
1,9,89.34,1
4,10,51.81,0
4,10,102.38,1
5,10,103.17,1
5,11,109.63,1
3,9,42.95,0
1,7,35.69,0
5,11,96.76844827586208,1
2,11,112.65,1
3,9,91.05,1
1,9,88.73,1
3,9,42.87,0
1,7,34.71,0
2,10,103.91,1
3,11,97.26702923976607,1
2,10,96.57,1
3,8,41.46,0
4,12,182.69,2
1,10,96.38,1
1,8,80.22,1
2,10,97.03,1
4,10,103.73,1
2,9,43.07,0
5,11,106.21,1
2,9,42.57,0
1,9,86.73,1
3,10,100.53,1
1,7,37.03,0
1,8,83.27,1
2,10,95.8234065934066,1
2,9,94.04,1
1,8,81.91,1
5,11,54.8,0
4,10,96.52224489795918,1
4,11,114.32,1
1,7,34.25,0
4,11,110.33,1
5,11,53.21,0
3,9,90.34,1
6,13,65.13,0
6,13,66.16,0
2,10,98.31,1
3,10,96.76844827586208,1
1,9,87.42,1
3,8,40.65,0
5,10,52.46,0
4,10,52.31,0
5,11,54.54,0
1,7,35.04,0
1,9,87.37,1
5,10,51.71,0
4,11,105.74,1
3,9,87.65,1
1,9,87.39,1
5,10,51.58,0
1,9,88.15,1
1,9,86.31,1
1,9,88.97,1
3,8,40.05,0
2,9,45.63,0
3,10,151.34,2
2,10,96.87,1
3,9,43.39,0
4,12,177.23,2
3,9,90.66,1
1,9,89.03,1
1,9,89.7,1
2,11,111.68,1
4,12,115.67,1
1,8,83.62,1
2,10,100.62,1
1,7,35.49,0
4,10,51.54,0
3,10,95.65,1
2,10,96.98,1
3,8,41.64,0
3,9,91.32,1
1,7,34.95,0
1,8,80.37,1
4,12,180.4,2
5,12,183.87,2
3,9,43.32,0
1,8,82.8,1
3,9,91.82,1
2,11,106.35,1
1,7,33.84,0
5,11,53.03,0
4,11,106.0,1
6,13,66.86,0
2,12,117.84,1
4,12,182.21,2
1,9,86.61,1
2,8,42.3,0
2,10,101.36,1
1,8,96.47137096774196,1
4,10,51.47,0
5,11,106.56,1
1,9,92.12,1
3,10,147.95,2
4,12,118.29,1
4,11,114.51,1
4,10,51.89,0
2,10,96.52224489795918,1
3,9,91.92,1
3,10,149.54,2
4,10,104.84,1
5,10,52.32,0
6,13,66.2,0
1,9,91.7,1
1,9,90.69,1
5,10,52.2,0
4,10,51.12,0
3,9,89.95,1
1,8,81.26,1
2,10,154.57,2
1,9,87.62,1
2,9,42.88,0
6,13,64.94,0
5,11,108.69,1
5,11,95.29865671641792,1
4,11,114.9,1
2,9,92.66,1
1,10,101.26,1
2,10,95.3,1
2,10,153.65,2
4,11,113.76,1
5,11,109.32,1
4,11,112.46,1
5,11,53.4,0
2,10,99.07,1
4,12,120.13,1
2,10,102.08,1
3,8,42.31,0
6,13,47.89631239935588,0
5,11,108.74,1
4,11,112.6,1
1,8,83.03,1
3,10,149.67,2
3,9,90.91,1
3,9,90.57,1
4,11,107.84,1
1,7,34.98,0
2,10,104.11,1
4,10,50.18,0
6,13,130.27,1
4,11,109.91,1
5,12,115.59,1
5,12,178.9432608695652,2
2,10,150.73,2
2,10,96.08,1
1,9,92.21,1
6,13,66.76,0
3,9,85.95,1
1,9,85.15,1
1,9,86.66,1
4,10,49.86,0
4,10,51.93,0
4,10,49.15364705882354,0
5,13,184.92444444444445,2
4,11,53.79,0
4,11,92.80142857142856,1
3,8,41.25,0
1,7,35.26,0
5,11,109.98,1
4,12,184.26,2
4,11,110.34,1
2,10,157.0,2
4,11,53.04,0
4,10,104.55,1
3,9,43.83,0
5,11,112.17,1
1,7,33.05,0
2,9,94.83,1
4,10,51.09,0
4,12,179.17,2
1,7,37.14,0
1,9,128.94,2
3,10,101.37,1
3,9,90.84,1
1,8,81.85,1
3,8,40.34,0
4,11,106.85,1
1,9,86.76,1
3,8,41.61,0
5,10,52.47,0
3,9,86.91,1
1,9,85.65,1
1,8,84.19,1
1,7,34.5,0
4,10,102.33,1
3,9,42.94,0
3,9,94.44,1
3,10,145.46,2
1,9,87.49,1
3,8,40.42,0
2,9,43.89,0
4,12,182.87,2
4,12,176.04,2
2,10,102.0,1
5,12,177.78066666666666,2
3,11,108.16,1
5,11,106.15,1
6,13,66.25,0
2,10,98.55,1
3,8,42.36,0
5,11,53.29,0
1,9,92.41,1
5,10,51.99,0
1,9,85.05,1
1,7,34.81,0
5,12,185.11,2
6,13,127.91,1
2,10,100.28,1
4,10,51.03,0
2,10,104.55,1
1,8,85.0,1
5,10,52.41,0
3,10,149.9,2
4,10,50.43,0
1,8,39.34,0
3,8,46.67693877551021,0
4,11,106.34,1
4,12,179.46,2
3,9,89.07,1
2,10,103.06,1
1,7,32.69,0
1,9,90.93,1
2,10,104.64,1
1,10,98.1,1
1,9,88.24,1
6,13,65.89,0
4,10,50.32,0
1,8,84.23,1
1,9,88.43,1
2,9,44.0,0
2,9,42.67,0
5,10,52.16,0
1,10,96.41,1
6,14,135.32,1
4,12,177.98,2
5,10,52.4,0
4,11,53.71,0
5,10,51.75,0
1,9,87.33,1
5,11,105.13,1
3,9,95.29865671641792,1
1,9,91.71,1
3,10,95.46,1
5,10,51.97,0
2,8,42.37,0
1,7,47.64747899159664,0
5,11,106.23,1
1,9,87.07,1
4,10,51.17,0
2,10,95.7,1
6,13,67.33,0
6,13,65.81,0
5,12,183.01889733840304,2
1,9,86.3,1
5,11,53.78,0
6,13,130.39,1
4,10,48.81,0
5,12,184.62,2
5,11,53.83,0
3,9,90.93,1
5,12,118.34,1
1,8,84.79,1
6,13,129.05,1
1,9,86.62,1
3,8,39.99,0
4,10,49.53,0
1,8,82.5,1
1,8,37.53,0
3,8,39.92,0
3,8,40.63,0
1,8,82.43,1
6,13,97.09733333333334,1
4,11,108.09,1
5,12,183.96,2
1,9,86.14,1
4,12,178.76,2
5,10,102.44,1
5,10,50.78,0
6,13,130.76,1
4,11,53.26,0
3,10,182.3207329842932,2
3,8,41.04,0
6,13,64.46,0
2,9,45.98,0
4,12,119.34,1
2,9,44.6,0
2,10,101.73,1
5,10,102.81,1
4,10,50.97,0
1,9,88.92,1
3,10,183.788870967742,2
5,11,52.54,0
2,8,42.2,0
4,11,107.46,1
2,10,103.4,1
5,11,106.51,1
1,7,35.18,0
4,10,102.68,1
3,9,94.61,1
1,9,86.81,1
2,10,101.25,1
3,9,96.54967741935484,1
5,10,52.0,0
5,13,176.564,2
4,11,53.65,0
3,10,99.28,1
1,8,127.23,2
3,9,42.83,0
5,12,183.01889733840304,2
4,10,52.36,0
1,8,96.58468571428573,1
2,10,99.62,1
4,11,114.42,1
2,11,106.0,1
1,7,35.66,0
3,11,106.76,1
5,11,105.17,1
2,9,94.2,1
1,9,93.39,1
4,10,49.81,0
4,11,106.79,1
3,9,90.62,1
3,9,42.64,0
1,7,35.01,0
3,9,43.27,0
4,11,107.53,1
1,9,86.71,1
4,12,178.99,2
5,10,52.08,0
2,9,42.67,0
1,9,88.99,1
6,13,66.34,0
3,11,106.67,1
4,11,106.61,1
4,10,102.11,1
4,12,182.3,2
6,13,66.61,0
2,10,154.1,2
1,7,34.97,0
4,10,104.1,1
4,13,133.09,1
2,10,103.6,1
5,11,53.04,0
1,9,85.32,1
3,8,40.6,0
2,9,43.31,0
4,10,103.03,1
3,8,41.34,0
2,9,43.08,0
5,11,52.82,0
2,9,43.75,0
4,10,51.9,0
5,11,54.43,0
5,11,111.9,1
4,10,52.23,0
3,10,146.89,2
4,10,49.76,0
1,9,86.66,1
5,11,110.01,1
3,9,87.95,1
2,9,44.3,0
3,9,93.35,1
3,9,46.26,0
5,10,50.95,0
1,9,86.33,1
5,10,104.35,1
5,11,105.68,1
2,10,97.61,1
1,9,94.07,1
4,11,52.55,0
2,8,42.21,0
1,9,87.0,1
3,9,90.9,1
3,9,43.21,0
3,9,88.32,1
4,10,50.35,0
6,13,127.71,1
3,8,40.01,0
2,10,102.89,1
2,9,42.74,0
1,9,89.06,1
5,11,57.21,0
1,9,92.84,1
4,12,178.89,2
1,7,35.2,0
5,10,52.18,0
5,12,182.62503816793887,2
4,12,182.15,2
3,8,40.45,0
4,10,50.31,0
5,12,183.67,2
3,9,90.91,1
2,10,182.3207329842932,2
5,11,56.61,0
3,9,92.12,1
1,8,83.27,1
1,9,88.07,1
5,11,54.04,0
4,10,51.76,0
6,14,135.1,1
6,13,65.02,0
4,11,108.62,1
1,9,86.51,1
1,8,82.34,1
3,8,40.35,0
4,10,52.41,0
4,11,52.72,0
3,9,94.49,1
3,8,46.31923566878981,0
2,10,100.06,1
2,10,100.68,1
1,9,90.9,1
1,8,82.63,1
1,9,90.72,1
1,7,35.47,0
1,9,92.0,1
3,9,42.92,0
3,9,89.38,1
3,8,41.3,0
5,11,112.03,1
3,9,89.49,1
4,11,105.72,1
1,7,34.83,0
5,11,52.95,0
2,10,99.82,1
1,9,87.1,1
1,7,35.31,0
2,10,95.72,1
2,10,101.67,1
1,9,96.5740776699029,1
4,11,109.02,1
6,13,67.35,0
2,8,41.66,0
4,11,53.13,0
1,8,82.73,1
1,9,85.69,1
2,9,93.34,1
1,7,34.01,0
4,10,103.29,1
1,8,82.4,1
5,11,46.804391891891896,0
4,10,51.78,0
6,14,67.74,0
5,12,184.34,2
1,9,87.83,1
3,9,90.88,1
4,12,180.08,2
1,9,127.55,2
4,10,46.93533333333334,0
1,8,84.36,1
5,12,183.37,2
2,10,97.9334193548387,1
1,8,82.97,1
3,10,101.02,1
1,9,85.89,1
5,10,51.71,0
1,8,83.11,1
4,12,183.7,2
4,11,108.69,1
1,9,92.15,1
2,10,102.29,1
1,9,86.52,1
2,9,43.67,0
1,7,34.12,0
2,11,108.12,1
4,11,107.78,1
6,13,65.26,0
4,11,97.26702923976607,1
5,11,107.69,1
4,12,176.11,2
2,10,98.59,1
4,11,105.47,1
2,9,44.1,0
2,10,100.12,1
4,10,103.6,1
1,7,36.06,0
5,10,52.05,0
2,10,100.67,1
1,8,84.46,1
3,10,182.3207329842932,2
1,9,86.62,1
5,11,55.02,0
3,8,42.39,0
5,11,52.77,0
2,10,94.13836734693876,1
2,9,42.9,0
1,7,34.99,0
3,8,47.0080412371134,0
4,12,177.83,2
3,8,40.2,0
3,9,87.37,1
3,9,94.43,1
2,10,99.93,1
1,7,34.37,0
4,11,106.72,1
1,8,83.74,1
6,13,64.42,0
5,11,56.88,0
4,10,46.99791208791209,0
4,10,101.86,1
4,11,105.42,1
5,11,55.24,0
1,8,82.5,1
1,9,94.52,1
1,8,84.39,1
6,13,66.37,0
4,10,47.89631239935588,0
1,7,33.17,0
1,9,85.56,1
5,11,55.3,0
2,9,43.65,0
3,10,148.92,2
2,10,97.35,1
3,8,42.09,0
2,10,97.34,1
2,9,94.11,1
4,11,109.3,1
4,12,177.53,2
1,8,83.42,1
1,9,132.02,2
4,12,175.15,2
5,10,49.15364705882354,0
4,10,50.68,0
4,12,179.5,2
1,9,85.67,1
1,9,86.56,1
4,12,182.4,2
4,10,49.72,0
3,9,43.25,0
1,8,81.84,1
2,10,96.73,1
6,13,64.92,0
5,11,112.74,1
4,10,51.96,0
5,11,53.26,0
4,12,124.14,1
2,9,93.99,1
2,10,98.19682926829267,1
5,11,109.83,1
4,10,50.67,0
1,9,97.9334193548387,1
3,8,40.83,0
2,9,43.49,0
1,9,88.63,1
3,10,149.26,2
4,12,181.84688524590163,2
1,8,126.05,2
3,8,41.05,0
6,13,65.13,0
1,9,88.22,1
2,9,45.61,0
2,10,47.64,0
2,8,41.48,0
1,8,84.05,1
5,11,53.6,0
3,10,151.8,2
5,11,53.75,0
6,13,67.29,0
1,9,86.85,1
2,9,44.17,0
6,13,127.83,1
5,11,106.26,1
1,9,89.74,1
1,7,34.19,0
5,11,105.56,1
5,11,54.19,0
1,9,88.97,1
1,9,87.09,1
1,7,34.38,0
3,9,89.46,1
1,7,36.35,0
5,11,53.81,0
3,9,87.51,1
5,11,96.87135135135136,1
3,10,154.67,2
2,11,97.82216216216216,1
1,7,36.59,0
5,11,111.59,1
2,10,98.99,1
3,9,89.58,1
4,12,176.11,2
2,10,99.32,1
1,9,85.59,1
2,10,101.54,1
1,9,89.34,1
1,9,86.24,1
5,11,54.47,0
3,8,41.22,0
1,9,85.11,1
6,13,66.15,0
3,9,90.11,1
3,8,40.95,0
5,11,53.97,0
3,9,42.58,0
3,8,39.51,0
5,10,52.47,0
3,9,43.57,0
1,8,84.65,1
1,8,81.22,1
4,11,106.4,1
4,10,50.43,0
1,7,33.55,0
2,10,99.44,1
4,10,97.284,1
5,13,125.91,1
4,10,104.67,1
4,11,108.34,1
2,9,43.02,0
4,11,52.63,0
5,10,103.64,1
1,9,86.26,1
6,14,135.98,1
5,11,52.68,0
2,10,99.18,1
2,10,100.91,1
2,9,44.56,0
3,10,97.11,1
1,9,90.7,1
4,10,50.55,0
2,9,93.75,1
5,10,51.46,0
4,12,116.04,1
5,11,52.65,0
5,11,106.34,1
4,11,54.31,0
5,10,103.99,1
6,14,68.73,0
3,10,150.34,2
3,10,97.23,1
3,8,40.76,0
4,10,50.86,0
1,7,33.91,0
2,9,42.93,0
1,10,95.31,1
1,9,94.89,1
1,9,96.52224489795918,1
3,9,44.37,0
2,10,102.49,1
4,10,104.2,1
3,9,42.96,0
3,8,39.88,0
1,9,97.26702923976607,1
2,9,43.0,0
5,11,52.76,0
5,11,98.19682926829267,1
1,9,90.12,1
5,11,52.81,0
3,9,94.02,1
3,9,86.86,1
2,10,100.08,1
4,11,108.49,1
1,8,83.95,1
5,11,54.77,0
3,10,152.46,2
5,11,53.7,0
4,11,53.53,0
3,9,87.03,1
2,10,101.17,1
3,8,40.53,0
2,9,94.22,1
3,8,42.04,0
1,8,38.76,0
4,10,49.28,0
2,10,150.93,2
1,9,86.84,1
5,11,52.66,0
4,11,108.78,1
1,8,84.37,1
1,9,93.27,1
2,8,41.99,0
1,9,88.69,1
1,8,84.85,1
5,11,46.804391891891896,0
3,10,147.21,2
2,11,107.4,1
1,8,84.12,1
3,9,92.16,1
4,11,106.85,1
2,11,106.73,1
5,10,104.65,1
3,8,40.77,0
3,8,42.02,0
1,9,87.59,1
2,10,100.22,1
3,9,88.69,1
4,11,105.66,1
4,10,51.39,0
4,11,106.09,1
5,11,113.88,1
2,10,152.28,2
5,11,53.04,0
4,11,113.71,1
1,11,112.88,1
4,12,181.81,2
3,9,91.03,1
2,10,95.61,1
5,10,51.66,0
1,9,92.35,1
1,8,83.63,1
4,12,117.82,1
2,10,103.04,1
1,8,82.48,1
1,8,126.86,2
2,10,155.6,2
1,8,82.24,1
3,8,41.51,0
2,10,96.18,1
3,9,91.65,1
2,9,44.18,0
3,10,95.36,1
1,9,89.25,1
2,10,101.24,1
1,7,34.23,0
1,7,33.89,0
3,9,87.63,1
3,10,103.37,1
3,10,101.19,1
3,9,88.94,1
1,8,37.58,0
1,8,84.64,1
2,9,44.44,0
4,10,49.83,0
1,9,85.99,1
1,8,38.13,0
2,10,97.79,1
3,8,41.67,0
1,7,34.75,0
3,9,43.93,0
5,11,109.74,1
3,9,44.07,0
4,11,109.08,1
4,12,120.7,1
4,12,180.67,2
3,9,97.0785026737968,1
3,10,96.24,1
1,7,35.6,0
3,10,150.16,2
6,13,125.86,1
3,8,40.96,0
1,9,88.88,1
5,11,109.04,1
5,11,55.8,0
4,10,104.97,1
1,9,85.47,1
5,11,52.73,0
2,9,44.81,0
6,13,66.48,0
1,9,89.77,1
6,13,64.95,0
4,10,47.0080412371134,0
2,10,103.1,1
1,8,82.86,1
3,9,42.67,0
3,9,45.29866666666667,0
5,10,104.11,1
1,9,87.48,1
2,9,43.07,0
4,11,109.54,1
1,9,85.78,1
2,10,95.6,1
5,11,107.93,1
4,10,50.4,0
3,9,96.52224489795918,1
2,10,97.35,1
1,9,99.11239130434782,1
4,10,51.6,0
4,10,49.94,0
3,8,40.78,0
4,12,117.23,1
1,9,86.16,1
3,8,40.83,0
3,10,146.87,2
1,9,127.61,2
2,9,44.88,0
4,11,105.37,1
5,11,106.69,1
2,9,43.1,0
3,10,95.25,1
3,8,41.89,0
3,9,43.07,0
2,10,97.59016393442624,1
2,10,103.67,1
4,11,106.3,1
1,7,34.14,0
3,10,156.9,2
1,8,82.33,1
4,10,101.3,1
4,10,50.48,0
3,10,154.14,2
4,11,97.67141203703704,1
2,10,96.56,1
1,8,81.89,1
2,10,95.56,1
4,10,50.92,0
1,7,36.57,0
1,9,130.86,2
2,10,95.8234065934066,1
1,8,126.83,2
2,9,94.17,1
4,10,51.27,0
1,8,82.82,1
2,10,97.97,1
1,7,35.43,0
4,11,52.51,0
3,9,43.88,0
1,9,87.85,1
1,9,87.61,1
4,11,110.48,1
2,10,104.1,1
3,9,91.63,1
1,9,89.79,1
5,11,53.71,0
5,10,50.9,0
3,8,40.46,0
4,11,53.29,0
3,8,42.39,0
1,10,96.8,1
5,10,52.27,0
1,8,98.00036363636364,1
3,8,40.12,0
4,12,180.15,2
1,8,127.37,2
3,8,41.76,0
3,8,40.9,0
5,10,51.41,0
5,10,104.98,1
4,12,178.81,2
3,10,149.66,2
2,10,96.57,1
3,9,98.19682926829267,1
3,8,42.47,0
1,8,82.61,1
5,11,53.94,0
4,11,112.84,1
3,10,147.51,2
5,10,51.45,0
6,14,69.9,0
2,11,97.0785026737968,1
2,10,99.56,1
2,8,42.14,0
1,7,36.08,0
6,14,67.76,0
5,11,53.11,0
5,11,109.94,1
5,11,54.68,0
1,8,81.71,1
5,10,104.99,1
4,11,111.57,1
2,10,96.34,1
5,11,54.05,0
5,13,184.187,2
1,9,85.09,1
6,13,66.72,0
1,7,33.97,0
1,7,35.38,0
2,9,44.8,0
1,8,80.64,1
4,10,51.39,0
1,7,35.24,0
2,8,41.88,0
4,12,181.32,2
1,9,88.2,1
5,11,52.65,0
2,10,96.07,1
1,11,96.76844827586208,1
1,8,83.04,1
3,9,91.41,1
1,9,88.68,1
2,9,92.13,1
3,10,95.93,1
1,9,95.8234065934066,1
2,10,103.19,1
2,8,41.2,0
4,11,108.04,1
5,11,54.6,0
2,10,155.12,2
5,11,53.78,0
5,10,52.23,0
4,10,50.16,0
4,10,52.0,0
1,9,94.2,1
3,9,90.86,1
1,9,93.57,1
5,10,51.91,0
1,9,87.56,1
1,9,87.6,1
1,9,85.59,1
5,11,56.43,0
5,10,51.86,0
1,9,86.86,1
4,11,111.45,1
4,11,107.43,1
1,9,87.9,1
2,10,100.15,1
2,10,100.76,1
4,10,52.34,0
3,10,101.5,1
5,12,184.44418604651165,2
5,12,184.187,2
1,10,101.59,1
2,9,45.12,0
1,9,90.0,1
5,11,105.45,1
3,9,87.38,1
1,10,95.9,1
2,10,95.99,1
1,8,84.08,1
2,9,43.81,0
5,11,52.62,0
5,11,53.87,0
1,9,91.15,1
2,10,95.68,1
3,9,43.81,0
2,10,95.29,1
3,8,41.29,0
6,13,66.57,0
5,11,56.79,0
4,11,52.96,0
1,7,35.73,0
3,10,95.21,1
3,9,89.17,1
4,12,182.37,2
4,12,179.59,2
4,12,178.56,2
4,11,52.57,0
2,8,47.64747899159664,0
4,10,51.18,0
3,8,41.82,0
4,10,52.32,0
3,10,150.96,2
3,9,90.78,1
3,8,39.47,0
2,10,103.72,1
3,10,184.6891666666667,2
1,8,83.1,1
5,11,46.95453781512605,0
4,11,109.86,1
2,10,151.74,2
4,11,109.0,1
2,9,44.53,0
1,10,97.3,1
4,10,52.26,0
5,11,52.68,0
4,12,177.68,2
4,10,101.27,1
4,12,184.65,2
1,9,85.64,1
5,11,53.94,0
3,8,41.21,0
4,10,50.95,0
1,9,86.55,1
1,7,36.25,0
4,10,51.99,0
1,9,86.25,1
2,9,45.03,0
4,12,181.3,2
4,10,50.43,0
1,9,86.51,1
1,9,88.85,1
6,13,133.13,1
1,9,93.38,1
1,7,34.55,0
3,9,44.11,0
4,10,102.59,1
1,9,89.24,1
2,10,98.7,1
1,9,86.71,1
2,10,99.52,1
2,10,96.67,1
1,9,86.62,1
1,7,47.72745454545454,0
1,8,83.61,1
2,10,101.52,1
3,8,40.93,0
2,8,41.66,0
2,10,157.24,2
2,11,105.49,1
5,11,53.23,0
1,9,87.57,1
4,11,106.71,1
5,10,52.12,0
2,10,96.36,1
3,9,92.39,1
1,9,87.55,1
5,11,108.33,1
3,8,42.1,0
6,13,66.9,0
1,9,89.03,1
2,10,95.85,1
4,10,51.82,0
1,9,91.19,1
5,10,51.99,0
3,10,150.3,2
2,10,97.73,1
1,8,84.98,1
2,10,100.77,1
4,11,52.67,0
1,8,84.38,1
3,8,42.2,0
2,8,42.17,0
2,10,99.98,1
4,10,49.55,0
3,8,42.11,0
5,11,53.22,0
5,13,179.60181818181815,2
5,11,56.38,0
5,12,116.72,1
2,10,100.12,1
1,8,84.97,1
1,7,36.27,0
3,10,97.26702923976607,1
1,9,91.13,1
2,10,100.7490243902439,1
6,13,66.8,0
5,11,97.9334193548387,1
3,9,90.28,1
3,10,95.02,1
3,8,40.21,0
5,11,97.67141203703704,1
5,12,184.82,2
4,10,51.72,0
2,9,44.57,0
4,10,49.03,0
4,11,110.98,1
3,9,89.04,1
3,9,42.51,0
2,8,42.18,0
5,12,184.49,2
1,9,85.2,1
1,9,89.25,1
3,9,90.15,1
5,10,52.32,0
4,11,107.45,1
3,8,39.52,0
2,8,41.68,0
2,10,100.22,1
4,12,179.33,2
5,11,52.79,0
6,13,128.26,1
4,11,112.37,1
4,10,50.77,0
4,11,111.25,1
5,11,54.8,0
4,10,50.33,0
5,11,106.2,1
4,12,178.51,2
1,9,85.52,1
1,8,83.87,1
2,10,98.69,1
5,11,54.52,0
1,7,47.64747899159664,0
1,7,34.79,0
2,9,92.4,1
5,12,185.59,2
5,11,55.62,0
2,9,43.12,0
1,9,93.53,1
2,10,97.54,1
3,10,148.7,2
3,9,89.13,1
3,8,40.81,0
1,8,84.18,1
1,7,35.78,0
3,10,146.64,2
1,9,85.05,1
3,9,90.83,1
4,12,178.26,2
4,11,107.09,1
4,11,52.75,0
5,11,53.52,0
1,7,35.18,0
4,12,181.15,2
5,10,50.75,0
2,8,41.42,0
2,10,95.45,1
5,11,48.723098591549295,0
2,9,43.44,0
1,9,86.59,1
1,9,86.04,1
1,9,132.91,2
1,7,35.66,0
4,10,51.91,0
4,10,50.36,0
2,11,159.17,2
3,8,41.24,0
6,13,126.02,1
5,10,103.91,1
1,9,92.71,1
1,9,86.84,1
1,8,84.3,1
2,10,96.11,1
4,11,110.89,1
1,8,127.29,2
5,10,104.24,1
5,12,117.09,1
1,8,81.35,1
6,13,132.41,1
5,13,179.60181818181815,2
2,10,97.6,1
4,11,108.89,1
6,13,66.34,0
3,9,90.79,1
1,8,83.47,1
5,11,53.28,0
5,11,53.73,0
6,13,128.14,1
5,11,114.11,1
4,11,113.97,1
4,12,176.61,2
5,11,56.83,0
2,10,96.89,1
3,9,43.32,0
5,10,103.74,1
2,9,43.44,0
1,10,101.99,1
2,9,44.66,0
3,10,152.45,2
4,11,110.36,1
3,9,90.26,1
2,9,94.45,1
5,11,53.19,0
5,11,55.66,0
1,9,86.29,1
4,11,113.26,1
1,9,91.42,1
2,10,96.62,1
